NAME,STATUS,ISIN CODE,CODE,TRADING COUNTER NAME
STT GDC PTE S$400M3.13%N280728,,SGXF85905275,NKUB,STT GDC n3.13%280728S
STT GDC PTE S$450M5.7% PERSEC,,SGXF26579122,XVKB,STT GDC 5.7% PerSec S
STUDIOCITY US$350M5%N290115T,,USG85381AH78,Z0CB,StudioCity n5%290115T
STUDIOCITY US$500M6.5%N280115A,,US86389QAF90,TUJB,StudioCity n6.5%280115A
STUDIOCITY US$500M6.5%N280115R,,USG85381AF13,ENRB,StudioCity n6.5%280115R
STUDIOCITY US$750M5%N290115A,,US86389QAG73,RTXB,StudioCity n5%290115A
STUDIOCITY US$750M5%N290115R,,USG85381AG95,RYZB,StudioCity n5%290115R
STUDIOCITYC US$350M7%N270215A,,US86400GAC33,8O2B,StudioCityC n7%270215A
STUDIOCITYC US$350M7%N270215R,,USG8539EAC96,XC6B,StudioCityC n7%270215R
SUMITFINLEUS$500M5.109%N290123,,XS2736475208,GBRB,SuMitFinLea5.109%290123S
SUMITFINLEUS$500M5.236%N300501,,XS3039124360,9V4B,SuMitFinLea5.236%300501S
SUMITFINLEUS$500M5.353%N280425,,XS2613209753,XX2B,SuMitFinLea5.353%280425S
SUMITMITTRBK US$300MF190919A,,US86563VAK52,7Y3B,SumitMitTrBk f190919A
SUMITMITTRBK US$300MF190919R,,USJ7772GAZ84,7Y4B,SumitMitTrBk f190919R
SUMITMTG US$500M5.416%N360911A,,US86566AAA07,EDTB,SumitMTG n5.416%360911A
SUMITMTG US$500M5.416%N360911R,,USJ7772YAA40,GKGB,SumitMTG n5.416%360911R
SUMITOMITBKUS$650M1.8%N180328A,,US86563VAA70,2RZB,SumitoMn1.8%180328A
SUMITOMITBKUS$650M1.8%N180328R,,USJ7772GAG04,2RYB,SumitoMn1.8%180328R
SUMITOMITRUST US$500M F191018A,,US86563VAF67,4Z6B,SumitoMTrustBk f191018A
SUMITOMITRUSTUS$500M F191018R,,USJ7772GAX37,4Z7B,SumitoMTrustBk f191018R
SUMITOMOCORAME US$30MF260924,,XS2388896180,XIYB,SumitCorAme f260924S
SUMITOMOCORAME US$68MF260226,,XS2305850591,JQSB,SumitCorAme f260226S
SUMITOMOCORPUS$500M1.55%260706,,XS2352275171,EHWB,SumitoCorpn1.55%260706S
SUMITOMOCORUS$500M5.05%N290703,,XS2840096908,Z3WB,SumitoCorpn5.05%290703S
SUMITOMOCORUS$500M5.35%N340703,,XS2840104934,LHFB,SumitoCorpn5.35%340703S
SUMITOMOCORUS$500M5.55%N280309,,XS2592306752,PGKB,SumitoCorpn5.55%280309S
SUMITOMOLIFUS$1.04B5.875%PERNA,,US86564CAE03,UKTB,SumitoLife 5.875%PerN A
SUMITOMOLIFUS$1.04B5.875%PERNR,,USJ77549AP86,ZU3B,SumitoLife 5.875%PerN R
SUMITOMOLIFUS$1.34B4%N770914A,,US86564CAB63,7W2B,SumitoLifen4%770914A
SUMITOMOLIFUS$1.34B4%N770914R,,USJ77549AC73,7W3B,SumitoLifen4%770914R
SUMITOMOLUS$1.2B5.875%N550910A,,US86564CAF77,1YZB,SumitoLifen5.875%550910A
SUMITOMOLUS$1.2B5.875%N550910R,,USJ77549AQ69,YLRB,SumitoLifen5.875%550910R
SUMITOMOLUS$920M3.375%N810415A,,US86564CAC47,NWOB,SumitoLifen3.375%810415A
SUMITOMOLUS$920M3.375%N810415R,,USJ77549AN39,ZTVB,SumitoLifen3.375%810415R
SUMITOMTRBKUS$500M2.95%180914A,,US86563VAE92,2A9B,SumitoMTBkn2.95%180914A
SUMITOMTRBKUS$500M2.95%180914R,,USJ7772GAM71,2A8B,SumitoMTBkn2.95%180914R
SUMITRUST EUR500M3.629%B260406,,XS2603552014,FPAB,SumitMTrBkb3.629%260406S
SUMITRUST EUR500M4.086%B280419,,XS2698464885,YBDB,SumitMTrBkb4.086%280419S
SUMITRUST EUR750M0.277%B281025,,XS2395267052,RNAB,SumitMTrBkb0.277%281025S
SUMITRUST EUR850M0.01%B271015,,XS2240511076,V6ZB,SumitMTrBk b0.01%271015S
SUMITRUST US$1.5B0.8%N230912A,,US86563VAQ23,OYRB,SumitMTrBk n0.8%230912A
SUMITRUST US$1.5B0.8%N230912R,,USJ7771YJJ76,NMWB,SumitMTrBk n0.8%230912R
SUMITRUST US$1BF300313A,,US86563VCA52,IIGB,SumitMTrust f300313A
SUMITRUST US$1BF300313R,,USJ7771YUA39,NVKB,SumitMTrust f300313R
SUMITRUST US$500M1.05%N250912A,,US86563VAT61,SDHB,SumitMTrBk n1.05%250912A
SUMITRUST US$500M1.05%N250912R,,USJ7771YJM06,Y2CB,SumitMTrBk n1.05%250912R
SUMITRUST US$500M4.35%N300911A,,US86563VCF40,VGXB,SumitMTrustn4.35%300911A
SUMITRUST US$500M4.35%N300911R,,USJ7771YUJ48,92TB,SumitMTrustn4.35%300911R
SUMITRUST US$500M4.5%N280313A,,US86563VBX64,QSMB,SumitMTrustn4.5%280313A
SUMITRUST US$500M4.5%N280313R,,USJ7771YTX50,UQEB,SumitMTrustn4.5%280313R
SUMITRUST US$500M4.7%N300313A,,US86563VBZ13,YWHB,SumitMTrustn4.7%300313A
SUMITRUST US$500M4.7%N300313R,,USJ7771YTZ09,PCZB,SumitMTrustn4.7%300313R
SUMITRUST US$500M5.05%N350313A,,US86563VCB36,MOXB,SumitMTrustn5.05%350313A
SUMITRUST US$500M5.05%N350313R,,USJ7771YUB12,FTIB,SumitMTrustn5.05%350313R
SUMITRUST US$500MF190306A,,US86563VAJ89,6F3B,SumitMTrustBk f190306A
SUMITRUST US$500MF190306R,,USJ7771YAC15,6F4B,SumitMTrustBK f190306R
SUMITRUST US$500MF260309A,,US86563VBF58,MIIB,SumitMTrust f260309A
SUMITRUST US$500MF260309R,,USJ7771YRY51,FWJB,SumitMTrust f260309R
SUMITRUST US$500MF260914A,,US86563VBL27,ZWJB,SumitMTrust f260914A
SUMITRUST US$500MF260914R,,USJ7771YSN87,MCQB,SumitMTrust f260914R
SUMITRUST US$7500MF270910A,,US86563VBW81,QBVB,SumitMTrust f270910A
SUMITRUST US$7500MF270910R,,USJ7771YTP27,1ZHB,SumitMTrust f270910R
SUMITRUST US$750MF240916A,,US86563VAX73,GIDB,SumitMTrust f240916A
SUMITRUST US$750MF240916R,,USJ7771YLH82,SJAB,SumitMTrust f240916R
SUMITRUST US$750MF280911A,,US86563VCC19,X4LB,SumitMTrust f280911A
SUMITRUST US$750MF280911R,,USJ7771YUF26,ROMB,SumitMTrust f280911R
SUMITRUSTUS$1.75B0.85%N240325A,,US86563VAU35,PLBB,SumitMTrustn0.85%240325A
SUMITRUSTUS$1.75B0.85%N240325R,,USJ7771YKN69,IIOB,SumitMTrustn0.85%240325R
SUMITRUSTUS$1B2.05%N190306A,,US86563VAH24,6F1B,SumitMTrustn2.05%190306A
SUMITRUSTUS$1B2.05%N190306R,,USJ7771YAB32,6F2B,SumitMTrustn2.05%190306R
SUMITRUSTUS$1B5.2%N270307A,,US86563VBP31,NZSB,SumitMTrustn5.2%270307A
SUMITRUSTUS$1B5.2%N270307R,,USJ7771YSW86,WOLB,SumitMTrustn5.2%270307R
SUMITRUSTUS$1B5.65%N260309A,,US86563VBG32,NAJB,SumitMTrustn5.65%260309A
SUMITRUSTUS$1B5.65%N260309R,,USJ7771YRZ27,9TIB,SumitMTrustn5.65%260309R
SUMITRUSTUS$500M1.55%N260325A,,US86563VAV18,VSRB,SumitMTrustn1.55%260325A
SUMITRUSTUS$500M1.55%N260325R,,USJ7771YKP18,XZEB,SumitMTrustn1.55%260325R
SUMITRUSTUS$500M2.05%N191018A,,US86563VAG41,4Z8B,SumitMTrustn2.05%191018A
SUMITRUSTUS$500M2.05%N191018R,,USJ7772GAY10,4Z9B,SumitMTrustn2.05%191018R
SUMITRUSTUS$500M2.80%N270310A,,US86563VBA61,RGWB,SumitMTrustn2.80%270310A
SUMITRUSTUS$500M2.80%N270310R,,USJ7771YLR64,48MB,SumitMTrustn2.80%270310R
SUMITRUSTUS$500M4.80%N250915A,,US86563VBC28,YXXB,SumitMTrustn4.80%250915A
SUMITRUSTUS$500M4.80%N250915R,,USJ7771YNJ21,KDLB,SumitMTrustn4.80%250915R
SUMITRUSTUS$500M4.85%N340910A,,US86563VBV09,MTGB,SumitMTrustn4.85%340910A
SUMITRUSTUS$500M4.85%N340910R,,USJ7771YTN78,HEGB,SumitMTrustn4.85%340910R
SUMITRUSTUS$500M4.95%N270915A,,US86563VBE83,LKFB,SumitMTrustn4.95%270915A
SUMITRUSTUS$500M4.95%N270915R,,USJ7771YNL76,OOUB,SumitMTrustn4.95%270915R
SUMITRUSTUS$500M5.35%N340307A,,US86563VBR96,9G1B,SumitMTrustn5.35%340307A
SUMITRUSTUS$500M5.35%N340307R,,USJ7771YSY43,MFAB,SumitMTrustn5.35%340307R
SUMITRUSTUS$500M5.5%N280309A,,US86563VBH15,9VRB,SumitMTrustn5.5%280309A
SUMITRUSTUS$500M5.5%N280309R,,USJ7771YSA66,JDFB,SumitMTrustn5.5%280309R
SUMITRUSTUS$500M5.55%N280914A,,US86563VBM00,9JUB,SumitMTrustn5.55%280914A
SUMITRUSTUS$500M5.55%N280914R,,USJ7771YSP36,XQ2B,SumitMTrustn5.55%280914R
SUMITRUSTUS$500M5.65%N260914A,,US86563VBK44,HEDB,SumitMTrustn5.65%260914A
SUMITRUSTUS$500M5.65%N260914R,,USJ7771YSM05,EHLB,SumitMTrustn5.65%260914R
SUMITRUSTUS$600M4.5%N290910A,,US86563VBU26,Z99B,SumitMTrustn4.5%290910A
SUMITRUSTUS$600M4.5%N290910R,,USJ7771YTM95,KZEB,SumitMTrustn4.5%290910R
SUMITRUSTUS$750M0.8%N240916A,,US86563VAW90,QIFB,SumitMTrustn0.8%240916A
SUMITRUSTUS$750M0.8%N240916R,,USJ7771YLG00,NARB,SumitMTrustn0.8%240916R
SUMITRUSTUS$750M1.35%N260916A,,US86563VAY56,RWTB,SumitMTrustn1.35%260916A
SUMITRUSTUS$750M1.35%N260916R,,USJ7771YLJ49,WQJB,SumitMTrustn1.35%260916R
SUMITRUSTUS$750M4.45%N270910A,,US86563VBT52,8C2B,SumitMTrustn4.45%270910A
SUMITRUSTUS$750M4.45%N270910R,,USJ7771YTL13,9BDB,SumitMTrustn4.45%270910R
SUMITRUSTUS$750M5.2%N290307A,,US86563VBQ14,PTHB,SumitMTrustn5.2%290307A
SUMITRUSTUS$750M5.2%N290307R,,USJ7771YSX69,EJNB,SumitMTrustn5.2%290307R
SUMITTRBKUS$700M1.95%N190919A,,US86563VAL36,7Y5B,SumitMTBkn1.95%190919A
SUMITTRBKUS$700M1.95%N190919R,,USJ7772GBA25,7Y6B,SumitMTBkn1.95%190919R
SUMMERSPRING EUR95M4.6%B231109,,XS2546982450,QGFB,SummerSpringb4.6%231109S
SUMMITDGUS$500M2.875%N310812A,,US86608CAA62,OBWB,SummitDg n2.875%310812A
SUMMITDGUS$500M2.875%N310812R,,USY8190DAA55,UELB,SummitDg n2.875%310812R
SUNACCHINA US$1.5B 6%N290930A,,XS2708722470,HZQB,Sunac n6%290930A
SUNACCHINA US$1.5B 6%N290930D,,XS2708722553,IBHB,Sunac n6%290930D
SUNACCHINA US$1.5B 6%N290930R,,XS2708722637,5T8B,Sunac n6%290930R
SUNACCHINA US$1B 1%B320930A,,XS2708723874,HSBB,Sunac b1%320930A
SUNACCHINA US$1B 1%B320930D,,XS2708723957,5S8B,Sunac b1%320930D
SUNACCHINA US$1B 1%B320930R,,XS2708723791,MORB,Sunac b1%320930R
SUNACCHINA US$1B 5.50%N270930A,,XS2708721662,TKVB,Sunac n5.5%270930A
SUNACCHINA US$1B 5.50%N270930D,,XS2708721746,WMHB,Sunac n5.5%270930D
SUNACCHINA US$1B 5.50%N270930R,,XS2708721829,1YTB,Sunac n5.5%270930R
SUNACCHINA US$2.400B Z280623A,PL,XS3226515461,SIBB,Sunac z280623A
SUNACCHINA US$2.400B Z280623D,PL,XS3226515545,KFTB,Sunac z280623D
SUNACCHINA US$2.400B Z280623R,PL,XS3226515388,OYTB,Sunac z280623R
SUNACCHINA US$2.749B Z280930A,,XS2708724179,WJ8B,Sunac z280930A
SUNACCHINA US$2.749B Z280930D,,XS2708724419,WMUB,Sunac z280930D
SUNACCHINA US$2.749B Z280930R,,XS2708724096,WUYB,Sunac z280930R
SUNACCHINA US$500M 5%N250930A,,XS2708721159,WHEB,Sunac n5%250930A
SUNACCHINA US$500M 5%N250930D,,XS2708721076,GILB,Sunac n5%250930D
SUNACCHINA US$500M 5%N250930R,,XS2708721233,8U0B,Sunac n5%250930R
SUNACCHINA US$7.258B Z260623A,PL,XS3226514811,VS6B,Sunac z260623A
SUNACCHINA US$7.258B Z260623D,PL,XS3226514902,JKDB,Sunac z260623D
SUNACCHINA US$7.258B Z260623R,PL,XS3226514738,PRYB,Sunac z260623R
SUNACCHINAUS$1.5B5.75%N280930A,,XS2708722041,X6FB,Sunac n5.75%280930A
SUNACCHINAUS$1.5B5.75%N280930D,,XS2708722124,5A0B,Sunac n5.75%280930D
SUNACCHINAUS$1.5B5.75%N280930R,,XS2708722397,JADB,Sunac n5.75%280930R
SUNACCHINAUS$500M5.25%N260930A,,XS2708721316,KLNB,Sunac n5.25%260930A
SUNACCHINAUS$500M5.25%N260930D,,XS2708721407,UEUB,Sunac n5.25%260930D
SUNACCHINAUS$500M5.25%N260930R,,XS2708721589,TFBB,Sunac n5.25%260930R
SUNACCUS$704.637M6.25%N300930A,,XS2708722710,MOPB,Sunac n6.25%300930A
SUNACCUS$704.637M6.25%N300930D,,XS2708722801,Y7FB,Sunac n6.25%300930D
SUNACCUS$704.637M6.25%N300930R,,XS2708722983,9MNB,Sunac n6.25%300930R
SUNKWAN US$222M12.25%N230717,,XS2502819274,9AGB,Sunkwan n12.25%230717S
SUNMOON FOOD COMPANY LIMITED,,SG1AA2000004,AAJ,SunMoonFood
SUNNY 5XLONGSOCGEN 261027,,LU2517570037,LTYW,Sunny 5xLongSG261027
SUNNY 5XLONGUBS 270630,,CH1227877086,XX8W,Sunny 5xLongUB270630
SUNNY 5XSHORTSOCGEN 260908,,LU2517567082,XEGW,Sunny 5xShortSG260908
SUNNY 5XSHORTSOCGEN 270112,,LU2079528001,UYNW,Sunny 5xShortSG270112
SUNNY 5XSHORTUBS 270630,,CH1227877094,GVPW,Sunny 5xShortUB270630
SUNPOWER GROUP LTD.,,BMG8585U1027,5GD,Sunpower
SUNPOWER S$99.46M7%CB300403,,SGXF45231747,5O6B,Sunpower cb7%300403
SUNRIGHT LTD,,SG1B17008288,S71,Sunright
SUNRISE SHARES HOLDINGS LTD.,,SG0581008505,581,Sunrise Shares
SUNSHINE100 US$120M12%N231003,,XS2293581117,RYAB,Sunshine100n12%231003S
SUNTAR ECO-CITY LIMITED,,SG1CC1000007,BKZ,Suntar Eco-City
SUNTEC REAL ESTATE INV TRUST,,SG1Q52922370,T82U,Suntec Reit
SUNTEC REIT S$150M4.25%PERSEC,,SGXF29810219,TIBB,SuntecReit 4.25%PerSec S
SUNTEC REIT S$175M3.4%N310327,,SGXF33040431,SDCB,SuntecReitn3.4%310327S
SUNTEC REIT S$200M2.95%N270205,,SGXF61152512,RYJB,SuntecReitn2.95%270205S
SUNTEC REIT S$250M4.48%PERSEC,,SGXF56745627,HCXB,SuntecReit 4.48%PerSec S
SUNTORY US$500M1.65%N170929A,,US86803UAA97,17KB,Suntory n1.65%170929A
SUNTORY US$500M1.65%N170929R,,USJ7818LAB65,17LB,Suntory n1.65%170929R
SUNTORY US$500M2.25%N241016A,,US86803UAD37,8P9B,Suntory n2.25%241016A
SUNTORY US$500M2.25%N241016R,,USJ7818LAE05,5XUB,Suntory n2.25%241016R
SUNTORY US$500M2.55%N190929A,,US86803UAB70,17MB,Suntory n2.55%190929A
SUNTORY US$500M2.55%N190929R,,USJ7818LAC49,17NB,Suntory n2.55%190929R
SUNTORY US$500M5.124%N290611A,,US86803UAE10,PCRB,Suntory n5.124%290611A
SUNTORY US$500M5.124%N290611R,,USJ7823FDM52,HDHB,Suntory n5.124%290611R
SUNTORY US$600M2.55%N220628A,,US86803UAC53,75SB,Suntory n2.55%220628A
SUNTORY US$600M2.55%N220628R,,USJ7818LAD22,75TB,Suntory n2.55%220628R
SURBANAJPLS$250M2.48%N310210,,SGXF77169666,IRHB,SurbanaJP n2.48%310210S
SUTL ENTERPRISE LIMITED,,SG1BJ4000001,BHU,SUTL Enterprise
SUZHOU IND CNY1B3.6%B311112,,SGXT59971786,VXUB,Suzhou Ind b3.6%311112S
SUZHOU IND CNY300M3.6%B320810,,SGXT80000290,MUJB,Suzhou Ind b3.6%320810S
SUZLOUS$546.916M3.25%CB190716A,,XS1081332873,12VB,Suzlon cb3.25%190716A
SUZLOUS$546.916M3.25%CB190716R,,XS1081332527,12WB,Suzlon cb3.25%190716R
SWIBER CAP S$150M6.5%TC180802,,SG57C0995250,2YFB,SwiberCaptc6.5%180802S
SWIBER CAP S$50M6.25%TC171030,,SG6TG9000003,19HB,SwiberCapTC6.25%171030S
SWIBER CNY450M 7.75%N170918,,SG6SH6000006,15UB,Swiber n7.75%170918S
SWIBER S$100M 5.55%N161010,,SG6PF2000000,3G2B,Swiber n5.55%161010S
SWIBER S$160M 7.125%N170418,,SG55E0991457,2TCB,Swiber n7.125%170418S
SYDNEYAIRP EUR1B4.375%330503,,XS2613209670,Z8NB,SydneyAirp4.375%330503S
SYDNEYAIRP EUR500M1.75%N280426,,XS1811198701,8TDB,SydneyAirpn1.75%280426S
SYDNEYAIRP EUR500M3.75%N320430,,XS2809670172,VSDB,SydneyAirpn3.75%320430S
SYDNEYAIRPEUR500M4.125%N360430,,XS2809670099,DKXB,SydneyAirpn4.125%360430S
TA CORPORATION LTD,,SG2D87975520,PA3,TA
TACORP S$27M4.5%N321231,,SGXF74214317,MCLB,TACorp n4.5%321231S
TAHOEGROUP US$110.5M11%N201210,,XS2090920427,LLVB,TahoeGroup n11%201210S
TAHOEGROUPUS$100M11.25%N200911,,XS2052134140,WQSB,TahoeGroupn11.25%200911S
TAHOEGROUPUS$200M7.875%N210117,,XS1725031105,8EXB,TahoeGroupn7.875%210117S
TAHOEGROUPUS$225M8.125%N230117,,XS1750991744,8EWB,TahoeGroupn8.125%230117S
TAI SIN ELECTRIC LIMITED,,SG1F88861140,500,Tai Sin Electric
TAICHENDEV US$100M12.5%N220119,,XS2281366380,ZJJB,TaiChenDev n12.5%220119S
TAIFLEX SCI USD70MZ261130,,XS2385251017,RNEB,Taiflex z261130S
TAIWAN CEMENT US$400M CB231210,,XS1861512835,SKMB,TaiwanCementcb231210S
TAIWAN GLASS US$100M CB190310,,XS1026263977,3A8B,TaiwanGlasscb190310S
TAIYO YUDEN JPY50B Z301018,,XS2700269660,PRQB,Taiyo Yuden z301018S
TAIYUANINVUS$160M4.55%B250607,,XS2484326678,IEPB,TaiyuanInv b4.55%250607S
TAIZHOU MCH CNY200M5.5%B260317,,SGXT11974092,YX5B,TaizhouMCH b5.5%260317S
TAIZHOU US$50M6.3%B240927,,XS2392250630,93PB,Taizhou b6.3%240927S
TAKA JEWELLERY HOLDINGS LIMITED,,SG1BI4000003,42L,Taka Jewellery
TAKASHIMAYA YEN60B Z281206,,XS1915588559,VH1B,Takashimaya z281206S
TAKEDA US$1.495564B4.4%N231126,,US874060AT36,EYEB,Takeda n4.4%231126S
TAKEDA US$1.727815B5%N281126,,US874060AW64,QKUB,Takeda n5%281126S
TAKEDAPH EUR1.5B2.25%261121A,,XS1843448660,9BJB,Takedan2.25%261121A
TAKEDAPH EUR1.5B2.25%261121R,,XS1843449122,LCDB,Takedan2.25%261121R
TAKEDAPH EUR1.5B3%301121A,,XS1843448744,RMVB,Takedan3%301121A
TAKEDAPH EUR1.5B3%301121R,,XS1843449395,SAJB,Takedan3%301121R
TAKEDAPH EUR1BF201121A,,XS1843450054,LPIB,Takeda f201121A
TAKEDAPH EUR1BF201121R,,XS1843450138,SFRB,Takeda f201121R
TAKEDAPH EUR750MF221121A,,XS1843449478,HOIB,Takeda f221121A
TAKEDAPH EUR750MF221121R,,XS1843449809,HXMB,Takeda f221121R
TAKEDAPHARUS$1.5B4.4%231126A,,US874060AR79,8E1B,Takeda n4.4%231126A
TAKEDAPHARUS$1.5B4.4%231126R,,USJ8129EAX60,LJLB,Takeda n4.4%231126R
TAKEDAPHARUS$1.75B 5%281126A,,US874060AU09,HQGB,Takeda n5%281126A
TAKEDAPHARUS$1.75B 5%281126R,,USJ8129EAY44,Y5RB,Takeda n5%281126R
TAN CHONG INT'L LTD,,BMG8667Z1023,T15,TCIL HK$
TAT SENG PACKAGING GROUP LTD,,SG1K31894969,T12,Tat Seng Pkg
TATA MOTORUS$300M5.875%N250520,,XS2079668609,FGLB,TataMotor n5.875%250520S
TATA MOTORUS$500M4.625%N200430,,XS1121907676,19RB,TataMotor n4.625%200430S
TCC GROUP US$800M Z261207,,XS2418695636,EIRB,TCC Group z261207S
TCC GROUP USD350M Z300328,,XS2973002707,9A7B,TCC Group z300328S
TCC GROUP USD420M Z281024,,XS2708323857,JPSB,TCC Group z281024S
TCLTECH US$300M1.875%N250714,,XS2182296892,TKHB,TCLTech n1.875%250714S
TDBMONGOLIUS$500M9.375%200519A,,US89253XAA28,29PB,TDBMongn9.375%200519A
TDBMONGOLIUS$500M9.375%200519R,,US89253YAA01,29QB,TDBMongn9.375%200519R
TEHO INTERNATIONAL INC LTD.,,SG1Y15944495,5OQ,Teho Intl
TEIJINJPY20BCB181212,,XS1142231312,22IB,Teijin cb181212S
TELECHOICE INTERNATIONAL LTD,,SG1P75919099,T41,TeleChoice Intl
TELEFON PEN1.7B 7.375%N270410A,,US87938YAA73,TVQB,Telefonican7.375%270410A
TELEFON PEN1.7B 7.375%N270410R,,USP9T36GAR67,PFLB,Telefonican7.375%270410R
TELIXPHAR A$650M2.375%N290730,,XS2862961492,JWQB,TelixPhar n2.375%290730S
TELKOM INDONESIA ID SDR 1TO5,,SGXE83206339,ITKD,TLKM ID SDR 1to5
TELSTRA USD500M3.25%N271115,,XS1716945743,85DB,Telstra n3.25%271115S
TEMASEK S$500M 1.8% B 261124,,SGXF88630292,TEMB,Temasek 1.8% 261124XB#
TEMASEKF(I)CNY1.5B1.85%N300730,,HK0001173340,46WB,TemasekFin1.85%300730S
TEMASEKF(I)CNY1.7B3.1%N540828,,HK0001051355,SZFB,TemasekFin3.1%540828S
TEMASEKF(I)CNY1B2.75%N340828,,HK0001051348,GNFB,TemasekFin2.75%340828S
TEMASEKF(I)CNY2B2.05%N350730,,HK0001173357,IEDB,TemasekFin2.05%350730S
TEMASEKF(I)CNY2B2.55%N550730,,HK0001173365,YMXB,TemasekFin2.55%550730S
TEMASEKF(I)CNY400M3.35%N390311,,HK0000998168,UJVB,TemasekFin3.35%390311S
TEMASEKF(I)CNY450M3.4%N440327,,HK0001003828,V5SB,TemasekFin3.4%440327S
TEMASEKF(I)CNY750M3.2%N290206,,HK0000988169,VYJB,TemasekFin3.2%290206S
TEMASEKF(I)EUR500M0.5%N311120,,XS2080785343,UHZB,TemasekFin0.5%311120S
TEMASEKF(I)EUR500M1.25%N491120,,XS2080786150,PPEB,TemasekFin1.25%491120S
TEMASEKF(I)EUR500M1.5%N280301,,XS1373131546,3S5B,TemasekFin1.5%280301S
TEMASEKF(I)EUR750M3.25%N270215,,XS2586779782,QIRB,TemasekFin3.25%270215S
TEMASEKF(I)EUR750M3.5%N330215,,XS2586780012,JGJB,TemasekFin3.5%330215S
TEMASEKFINGBP500M5.125%N400726,,XS0528414377,4HNB,Temasek5.125%400726S
TEMASEKFINS$1.5B2.8%N710817,,SGXF69044257,Q94B,TemasekFn2.8%710817S
TEMASEKFINS$1B4.2%N500802,,SG7W86960343,4HOB,TemasekFn4.2%500802S
TEMASEKFINS$300M4%N291207,,SG7U76951353,4AZB,TemasekFn4%291207 S
TEMASEKFINS$300M4.2%N391207,,SG7U77951360,4BAB,TemasekFn4.2%391207S
TEMASEKFINS$500M4.0475%N350305,,SG7V36954660,4DHB,Temase4.0475%350305S
TEMASEKFIUS$1B2.25%N510406A,,US87973PAV67,ZV2B,TemasekFn2.25%510406A
TEMASEKFIUS$1B2.25%N510406R,,US87973RAV24,NJWB,TemasekFn2.25%510406R
TEMASEKFIUS$1B2.5%N701006A,,US87973PAW41,QGNB,TemasekFn2.5%701006A
TEMASEKFIUS$1B2.5%N701006R,,US87973RAW07,TOXB,TemasekFn2.5%701006R
TEMASEKFIUS$1B2.75%N610802A,,US87973PBC77,9JJB,TemasekFn2.75%610802A
TEMASEKFIUS$1B2.75%N610802R,,US87973RBC34,KFRB,TemasekFn2.75%610802R
TEMASEKFIUS$500M3.375%N420723A,,US87973PAD69,2FPB,TemasekFn3.375%420723A
TEMASEKFIUS$500M3.375%N420723R,,US87973RAD26,2FQB,TemasekFn3.375%420723R
TEMASEKFIUS$750M1%N301006A,,US87973PAU84,VS7B,TemasekFn1%301006A
TEMASEKFIUS$750M1%N301006R,,US87973RAU41,MGTB,TemasekFn1%301006R
TEMASEKFIUS$750M1.625%N310802A,,US87973PBA12,RSGB,TemasekFn1.625%310802A
TEMASEKFIUS$750M1.625%N310802R,,US87973RBA77,LJYB,TemasekFn1.625%310802R
TEMASEKFIUS$750M2.375%N410802A,,US87973PBB94,Y4HB,TemasekFn2.375%410802A
TEMASEKFIUS$750M2.375%N410802R,,US87973RBB50,HTPB,TemasekFn2.375%410802R
TEMASEKFIUS$750M3.75%N270820A,,US87976EAE68,RRSB,TemasekFn3.75%270820A
TEMASEKFIUS$750M3.75%N270820R,,USY8563UAK44,OVFB,TemasekFn3.75%270820R
TEMASEKFIUS$750MF270820A,,US87976EAD85,RNLB,TemasekF f270820A
TEMASEKFIUS$750MF270820R,,USY8563UAJ70,YLYB,TemasekF f270820R
TEMASEKFUS$1.35B3.625%N280801A,,US87973PAE43,ORXB,TemasekF3.625%280801A
TEMASEKFUS$1.35B3.625%N280801R,,US87973RAE09,KUQB,TemasekF3.625%280801R
TEMASEKFUS$500M5.375%N391123A,,US87973PAB04,4AUB,Temasek5.375%391123A
TEMASEKFUS$500M5.375%N391123S,,US87973RAB69,4AVB,Temasek5.375%391123S
TENCENT 3XLONGSOCGEN 271125,,LU2079279456,9NPW,Tencent 3xLongSG271125
TENCENT 3XSHORTSOCGEN 271125,,LU2079525916,SPOW,Tencent 3xShortSG271125
TENCENT 5XLONGSOCGEN 270930,,LU2079530320,PSJW,Tencent 5xLongSG270930
TENCENT 5XLONGUBS 270831,,CH1465034077,8ZJW,Tencent 5xLongUB270831
TENCENT 5XSHORTSOCGEN 260513,,LU2517563412,9VHW,Tencent 5xShortSG260513
TENCENT 5XSHORTSOCGEN 270827,,LU2079529157,W7XW,Tencent 5xShortSG270827
TENCENT 5XSHORTUBS 260529,,CH1227876831,NZCW,Tencent 5xShortUB260529
TENCENT 5XSHORTUBS 270831,,CH1465034085,OONW,Tencent 5xShortUB270831
TENCENT HK SDR 10TO1,,SGXE68418768,HTCD,Tencent HK SDR 10to1
TENCENTHLD MB ECW260303,,SGXN21540145,ODVW,TencentMBeCW260303
TENCENTHLD MB ECW260804,,SGXN33683156,NKZW,TencentMBeCW260804
TENCENTHLD MB EPW260303,,SGXN43463128,MJOW,TencentMBePW260303
TENNESSEE VALLEY BD6.75%251101,,US880591CJ98,693B,TVA bd6.75%251101
TERMOCPWRUS$410M7.875%N290130A,,US880879AA92,JYFB,TermoCPwrn7.875%290130A
TERMOCPWRUS$410M7.875%N290130R,,USG8762FAB60,PMRB,TermoCPwrn7.875%290130R
TERMOCPWRUS$425M7.75%N310917A,,US88087AAA60,WEEB,TermoCPwrn7.75%310917A
